"cumulative_recovered","date_recovered","province","recovered"
57,"19-12-2020","Yukon",0
57,"20-12-2020","Yukon",0
57,"21-12-2020","Yukon",0
58,"22-12-2020","Yukon",1
58,"23-12-2020","Yukon",0
59,"24-12-2020","Yukon",1
59,"25-12-2020","Yukon",0
59,"26-12-2020","Yukon",0
59,"27-12-2020","Yukon",0
59,"28-12-2020","Yukon",0
59,"29-12-2020","Yukon",0
59,"30-12-2020","Yukon",0
59,"31-12-2020","Yukon",0
59,"01-01-2021","Yukon",0
59,"02-01-2021","Yukon",0
59,"03-01-2021","Yukon",0
59,"04-01-2021","Yukon",0
59,"05-01-2021","Yukon",0
59,"06-01-2021","Yukon",0
59,"07-01-2021","Yukon",0
59,"08-01-2021","Yukon",0
59,"09-01-2021","Yukon",0
59,"10-01-2021","Yukon",0
63,"11-01-2021","Yukon",4
63,"12-01-2021","Yukon",0
63,"13-01-2021","Yukon",0
67,"14-01-2021","Yukon",4
67,"15-01-2021","Yukon",0
67,"16-01-2021","Yukon",0
67,"17-01-2021","Yukon",0
69,"18-01-2021","Yukon",2
69,"19-01-2021","Yukon",0
69,"20-01-2021","Yukon",0
69,"21-01-2021","Yukon",0
