"cumulative_recovered","date_recovered","province","recovered"
13,"25-10-2020","Repatriated",0
13,"26-10-2020","Repatriated",0
13,"27-10-2020","Repatriated",0
13,"28-10-2020","Repatriated",0
13,"29-10-2020","Repatriated",0
13,"30-10-2020","Repatriated",0
13,"31-10-2020","Repatriated",0
13,"01-11-2020","Repatriated",0
13,"02-11-2020","Repatriated",0
13,"03-11-2020","Repatriated",0
13,"04-11-2020","Repatriated",0
13,"05-11-2020","Repatriated",0
13,"06-11-2020","Repatriated",0
13,"07-11-2020","Repatriated",0
13,"08-11-2020","Repatriated",0
13,"09-11-2020","Repatriated",0
13,"10-11-2020","Repatriated",0
13,"11-11-2020","Repatriated",0
13,"12-11-2020","Repatriated",0
13,"13-11-2020","Repatriated",0
13,"14-11-2020","Repatriated",0
13,"15-11-2020","Repatriated",0
13,"16-11-2020","Repatriated",0
13,"17-11-2020","Repatriated",0
13,"18-11-2020","Repatriated",0
13,"19-11-2020","Repatriated",0
13,"20-11-2020","Repatriated",0
13,"21-11-2020","Repatriated",0
13,"22-11-2020","Repatriated",0
13,"23-11-2020","Repatriated",0
13,"24-11-2020","Repatriated",0
13,"25-11-2020","Repatriated",0
13,"26-11-2020","Repatriated",0
13,"27-11-2020","Repatriated",0
13,"28-11-2020","Repatriated",0
13,"29-11-2020","Repatriated",0
13,"30-11-2020","Repatriated",0
13,"01-12-2020","Repatriated",0
13,"02-12-2020","Repatriated",0
13,"03-12-2020","Repatriated",0
13,"04-12-2020","Repatriated",0
13,"05-12-2020","Repatriated",0
13,"06-12-2020","Repatriated",0
13,"07-12-2020","Repatriated",0
13,"08-12-2020","Repatriated",0
13,"09-12-2020","Repatriated",0
13,"10-12-2020","Repatriated",0
13,"11-12-2020","Repatriated",0
13,"12-12-2020","Repatriated",0
13,"13-12-2020","Repatriated",0
13,"14-12-2020","Repatriated",0
13,"15-12-2020","Repatriated",0
13,"16-12-2020","Repatriated",0
13,"17-12-2020","Repatriated",0
13,"18-12-2020","Repatriated",0
13,"19-12-2020","Repatriated",0
13,"20-12-2020","Repatriated",0
13,"21-12-2020","Repatriated",0
13,"22-12-2020","Repatriated",0
13,"23-12-2020","Repatriated",0
13,"24-12-2020","Repatriated",0
13,"25-12-2020","Repatriated",0
13,"26-12-2020","Repatriated",0
13,"27-12-2020","Repatriated",0
13,"28-12-2020","Repatriated",0
13,"29-12-2020","Repatriated",0
13,"30-12-2020","Repatriated",0
13,"31-12-2020","Repatriated",0
13,"01-01-2021","Repatriated",0
13,"02-01-2021","Repatriated",0
13,"03-01-2021","Repatriated",0
13,"04-01-2021","Repatriated",0
13,"05-01-2021","Repatriated",0
13,"06-01-2021","Repatriated",0
13,"07-01-2021","Repatriated",0
13,"08-01-2021","Repatriated",0
13,"09-01-2021","Repatriated",0
13,"10-01-2021","Repatriated",0
13,"11-01-2021","Repatriated",0
13,"12-01-2021","Repatriated",0
13,"13-01-2021","Repatriated",0
13,"14-01-2021","Repatriated",0
13,"15-01-2021","Repatriated",0
13,"16-01-2021","Repatriated",0
13,"17-01-2021","Repatriated",0
13,"18-01-2021","Repatriated",0
13,"19-01-2021","Repatriated",0
13,"20-01-2021","Repatriated",0
13,"21-01-2021","Repatriated",0
0,"12-02-2020","Saskatchewan",0
0,"13-02-2020","Saskatchewan",0
0,"14-02-2020","Saskatchewan",0
0,"15-02-2020","Saskatchewan",0
0,"16-02-2020","Saskatchewan",0
0,"17-02-2020","Saskatchewan",0
0,"18-02-2020","Saskatchewan",0
0,"19-02-2020","Saskatchewan",0
0,"20-02-2020","Saskatchewan",0
0,"21-02-2020","Saskatchewan",0
0,"22-02-2020","Saskatchewan",0
0,"23-02-2020","Saskatchewan",0
0,"24-02-2020","Saskatchewan",0
0,"25-02-2020","Saskatchewan",0
0,"26-02-2020","Saskatchewan",0
0,"27-02-2020","Saskatchewan",0
0,"28-02-2020","Saskatchewan",0
0,"29-02-2020","Saskatchewan",0
0,"01-03-2020","Saskatchewan",0
0,"02-03-2020","Saskatchewan",0
0,"03-03-2020","Saskatchewan",0
0,"04-03-2020","Saskatchewan",0
0,"05-03-2020","Saskatchewan",0
0,"06-03-2020","Saskatchewan",0
0,"07-03-2020","Saskatchewan",0
0,"08-03-2020","Saskatchewan",0
0,"09-03-2020","Saskatchewan",0
0,"10-03-2020","Saskatchewan",0
0,"11-03-2020","Saskatchewan",0
0,"12-03-2020","Saskatchewan",0
0,"13-03-2020","Saskatchewan",0
0,"14-03-2020","Saskatchewan",0
0,"15-03-2020","Saskatchewan",0
0,"16-03-2020","Saskatchewan",0
0,"17-03-2020","Saskatchewan",0
0,"18-03-2020","Saskatchewan",0
0,"19-03-2020","Saskatchewan",0
0,"20-03-2020","Saskatchewan",0
0,"21-03-2020","Saskatchewan",0
0,"22-03-2020","Saskatchewan",0
0,"23-03-2020","Saskatchewan",0
0,"24-03-2020","Saskatchewan",0
0,"25-03-2020","Saskatchewan",0
3,"26-03-2020","Saskatchewan",3
3,"27-03-2020","Saskatchewan",0
4,"28-03-2020","Saskatchewan",1
8,"29-03-2020","Saskatchewan",4
14,"30-03-2020","Saskatchewan",6
21,"31-03-2020","Saskatchewan",7
30,"01-04-2020","Saskatchewan",9
36,"02-04-2020","Saskatchewan",6
48,"03-04-2020","Saskatchewan",12
55,"04-04-2020","Saskatchewan",7
67,"05-04-2020","Saskatchewan",12
81,"06-04-2020","Saskatchewan",14
88,"07-04-2020","Saskatchewan",7
103,"08-04-2020","Saskatchewan",15
115,"09-04-2020","Saskatchewan",12
136,"10-04-2020","Saskatchewan",21
147,"11-04-2020","Saskatchewan",11
164,"12-04-2020","Saskatchewan",17
178,"13-04-2020","Saskatchewan",14
187,"14-04-2020","Saskatchewan",9
205,"15-04-2020","Saskatchewan",18
219,"16-04-2020","Saskatchewan",14
228,"17-04-2020","Saskatchewan",9
234,"18-04-2020","Saskatchewan",6
234,"19-04-2020","Saskatchewan",0
238,"20-04-2020","Saskatchewan",4
252,"21-04-2020","Saskatchewan",14
261,"22-04-2020","Saskatchewan",9
270,"23-04-2020","Saskatchewan",9
280,"24-04-2020","Saskatchewan",10
288,"25-04-2020","Saskatchewan",8
288,"26-04-2020","Saskatchewan",0
288,"27-04-2020","Saskatchewan",0
291,"28-04-2020","Saskatchewan",3
291,"29-04-2020","Saskatchewan",0
295,"30-04-2020","Saskatchewan",4
297,"01-05-2020","Saskatchewan",2
302,"02-05-2020","Saskatchewan",5
305,"03-05-2020","Saskatchewan",3
307,"04-05-2020","Saskatchewan",2
310,"05-05-2020","Saskatchewan",3
312,"06-05-2020","Saskatchewan",2
329,"07-05-2020","Saskatchewan",17
335,"08-05-2020","Saskatchewan",6
340,"09-05-2020","Saskatchewan",5
349,"10-05-2020","Saskatchewan",9
363,"11-05-2020","Saskatchewan",14
374,"12-05-2020","Saskatchewan",11
385,"13-05-2020","Saskatchewan",11
398,"14-05-2020","Saskatchewan",13
408,"15-05-2020","Saskatchewan",10
433,"16-05-2020","Saskatchewan",25
444,"17-05-2020","Saskatchewan",11
455,"18-05-2020","Saskatchewan",11
470,"19-05-2020","Saskatchewan",15
494,"20-05-2020","Saskatchewan",24
509,"21-05-2020","Saskatchewan",15
521,"22-05-2020","Saskatchewan",12
535,"23-05-2020","Saskatchewan",14
538,"24-05-2020","Saskatchewan",3
546,"25-05-2020","Saskatchewan",8
549,"26-05-2020","Saskatchewan",3
559,"27-05-2020","Saskatchewan",10
568,"28-05-2020","Saskatchewan",9
570,"29-05-2020","Saskatchewan",2
580,"30-05-2020","Saskatchewan",10
582,"31-05-2020","Saskatchewan",2
588,"01-06-2020","Saskatchewan",6
602,"02-06-2020","Saskatchewan",14
602,"03-06-2020","Saskatchewan",0
608,"04-06-2020","Saskatchewan",6
611,"05-06-2020","Saskatchewan",3
611,"06-06-2020","Saskatchewan",0
623,"07-06-2020","Saskatchewan",12
624,"08-06-2020","Saskatchewan",1
624,"09-06-2020","Saskatchewan",0
624,"10-06-2020","Saskatchewan",0
626,"11-06-2020","Saskatchewan",2
627,"12-06-2020","Saskatchewan",1
627,"13-06-2020","Saskatchewan",0
628,"14-06-2020","Saskatchewan",1
629,"15-06-2020","Saskatchewan",1
631,"16-06-2020","Saskatchewan",2
633,"17-06-2020","Saskatchewan",2
636,"18-06-2020","Saskatchewan",3
636,"19-06-2020","Saskatchewan",0
639,"20-06-2020","Saskatchewan",3
643,"21-06-2020","Saskatchewan",4
643,"22-06-2020","Saskatchewan",0
642,"23-06-2020","Saskatchewan",-1
643,"24-06-2020","Saskatchewan",1
648,"25-06-2020","Saskatchewan",5
654,"26-06-2020","Saskatchewan",6
661,"27-06-2020","Saskatchewan",7
661,"28-06-2020","Saskatchewan",0
679,"29-06-2020","Saskatchewan",18
684,"30-06-2020","Saskatchewan",5
684,"01-07-2020","Saskatchewan",0
701,"02-07-2020","Saskatchewan",17
711,"03-07-2020","Saskatchewan",10
711,"04-07-2020","Saskatchewan",0
711,"05-07-2020","Saskatchewan",0
732,"06-07-2020","Saskatchewan",21
737,"07-07-2020","Saskatchewan",5
746,"08-07-2020","Saskatchewan",9
750,"09-07-2020","Saskatchewan",4
757,"10-07-2020","Saskatchewan",7
757,"11-07-2020","Saskatchewan",0
757,"12-07-2020","Saskatchewan",0
766,"13-07-2020","Saskatchewan",9
785,"14-07-2020","Saskatchewan",19
791,"15-07-2020","Saskatchewan",6
794,"16-07-2020","Saskatchewan",3
793,"17-07-2020","Saskatchewan",-1
793,"18-07-2020","Saskatchewan",0
799,"19-07-2020","Saskatchewan",6
802,"20-07-2020","Saskatchewan",3
813,"21-07-2020","Saskatchewan",11
825,"22-07-2020","Saskatchewan",12
838,"23-07-2020","Saskatchewan",13
848,"24-07-2020","Saskatchewan",10
862,"25-07-2020","Saskatchewan",14
873,"26-07-2020","Saskatchewan",11
886,"27-07-2020","Saskatchewan",13
907,"28-07-2020","Saskatchewan",21
929,"29-07-2020","Saskatchewan",22
984,"30-07-2020","Saskatchewan",55
1008,"31-07-2020","Saskatchewan",24
1054,"01-08-2020","Saskatchewan",46
1070,"02-08-2020","Saskatchewan",16
1089,"03-08-2020","Saskatchewan",19
1097,"04-08-2020","Saskatchewan",8
1133,"05-08-2020","Saskatchewan",36
1164,"06-08-2020","Saskatchewan",31
1221,"07-08-2020","Saskatchewan",57
1245,"08-08-2020","Saskatchewan",24
1257,"09-08-2020","Saskatchewan",12
1265,"10-08-2020","Saskatchewan",8
1294,"11-08-2020","Saskatchewan",29
1314,"12-08-2020","Saskatchewan",20
1325,"13-08-2020","Saskatchewan",11
1347,"14-08-2020","Saskatchewan",22
1356,"15-08-2020","Saskatchewan",9
1365,"16-08-2020","Saskatchewan",9
1387,"17-08-2020","Saskatchewan",22
1403,"18-08-2020","Saskatchewan",16
1410,"19-08-2020","Saskatchewan",7
1419,"20-08-2020","Saskatchewan",9
1439,"21-08-2020","Saskatchewan",20
1458,"22-08-2020","Saskatchewan",19
1472,"23-08-2020","Saskatchewan",14
1482,"24-08-2020","Saskatchewan",10
1490,"25-08-2020","Saskatchewan",8
1520,"26-08-2020","Saskatchewan",30
1527,"27-08-2020","Saskatchewan",7
1543,"28-08-2020","Saskatchewan",16
1548,"29-08-2020","Saskatchewan",5
1549,"30-08-2020","Saskatchewan",1
1561,"31-08-2020","Saskatchewan",12
1567,"01-09-2020","Saskatchewan",6
1571,"02-09-2020","Saskatchewan",4
1574,"03-09-2020","Saskatchewan",3
1578,"04-09-2020","Saskatchewan",4
1579,"05-09-2020","Saskatchewan",1
1579,"06-09-2020","Saskatchewan",0
1580,"07-09-2020","Saskatchewan",1
1587,"08-09-2020","Saskatchewan",7
1587,"09-09-2020","Saskatchewan",0
1593,"10-09-2020","Saskatchewan",6
1598,"11-09-2020","Saskatchewan",5
1602,"12-09-2020","Saskatchewan",4
1603,"13-09-2020","Saskatchewan",1
1604,"14-09-2020","Saskatchewan",1
1616,"15-09-2020","Saskatchewan",12
1620,"16-09-2020","Saskatchewan",4
1624,"17-09-2020","Saskatchewan",4
1639,"18-09-2020","Saskatchewan",15
1642,"19-09-2020","Saskatchewan",3
1643,"20-09-2020","Saskatchewan",1
1645,"21-09-2020","Saskatchewan",2
1654,"22-09-2020","Saskatchewan",9
1673,"23-09-2020","Saskatchewan",19
1681,"24-09-2020","Saskatchewan",8
1699,"25-09-2020","Saskatchewan",18
1705,"26-09-2020","Saskatchewan",6
1710,"27-09-2020","Saskatchewan",5
1719,"28-09-2020","Saskatchewan",9
1737,"29-09-2020","Saskatchewan",18
1750,"30-09-2020","Saskatchewan",13
1759,"01-10-2020","Saskatchewan",9
1769,"02-10-2020","Saskatchewan",10
1782,"03-10-2020","Saskatchewan",13
1782,"04-10-2020","Saskatchewan",0
1801,"05-10-2020","Saskatchewan",19
1821,"06-10-2020","Saskatchewan",20
1832,"07-10-2020","Saskatchewan",11
1845,"08-10-2020","Saskatchewan",13
1871,"09-10-2020","Saskatchewan",26
1883,"10-10-2020","Saskatchewan",12
1888,"11-10-2020","Saskatchewan",5
1900,"12-10-2020","Saskatchewan",12
1911,"13-10-2020","Saskatchewan",11
1920,"14-10-2020","Saskatchewan",9
1936,"15-10-2020","Saskatchewan",16
1946,"16-10-2020","Saskatchewan",10
1955,"17-10-2020","Saskatchewan",9
1963,"18-10-2020","Saskatchewan",8
1973,"19-10-2020","Saskatchewan",10
1987,"20-10-2020","Saskatchewan",14
2002,"21-10-2020","Saskatchewan",15
2024,"22-10-2020","Saskatchewan",22
2055,"23-10-2020","Saskatchewan",31
2070,"24-10-2020","Saskatchewan",15
2085,"25-10-2020","Saskatchewan",15
2108,"26-10-2020","Saskatchewan",23
2164,"27-10-2020","Saskatchewan",56
2217,"28-10-2020","Saskatchewan",53
2258,"29-10-2020","Saskatchewan",41
2299,"30-10-2020","Saskatchewan",41
2380,"31-10-2020","Saskatchewan",81
2395,"01-11-2020","Saskatchewan",15
2409,"02-11-2020","Saskatchewan",14
2506,"03-11-2020","Saskatchewan",97
2584,"04-11-2020","Saskatchewan",78
2634,"05-11-2020","Saskatchewan",50
2687,"06-11-2020","Saskatchewan",53
2726,"07-11-2020","Saskatchewan",39
2747,"08-11-2020","Saskatchewan",21
2769,"09-11-2020","Saskatchewan",22
2880,"10-11-2020","Saskatchewan",111
2934,"11-11-2020","Saskatchewan",54
2949,"12-11-2020","Saskatchewan",15
3057,"13-11-2020","Saskatchewan",108
3100,"14-11-2020","Saskatchewan",43
3163,"15-11-2020","Saskatchewan",63
3223,"16-11-2020","Saskatchewan",60
3336,"17-11-2020","Saskatchewan",113
3422,"18-11-2020","Saskatchewan",86
3553,"19-11-2020","Saskatchewan",131
3626,"20-11-2020","Saskatchewan",73
3667,"21-11-2020","Saskatchewan",41
3757,"22-11-2020","Saskatchewan",90
3807,"23-11-2020","Saskatchewan",50
3919,"24-11-2020","Saskatchewan",112
3998,"25-11-2020","Saskatchewan",79
4176,"26-11-2020","Saskatchewan",178
4384,"27-11-2020","Saskatchewan",208
4521,"28-11-2020","Saskatchewan",137
4589,"29-11-2020","Saskatchewan",68
4638,"30-11-2020","Saskatchewan",49
4875,"01-12-2020","Saskatchewan",237
4959,"02-12-2020","Saskatchewan",84
5173,"03-12-2020","Saskatchewan",214
5356,"04-12-2020","Saskatchewan",183
5484,"05-12-2020","Saskatchewan",128
5530,"06-12-2020","Saskatchewan",46
5589,"07-12-2020","Saskatchewan",59
5868,"08-12-2020","Saskatchewan",279
6121,"09-12-2020","Saskatchewan",253
6466,"10-12-2020","Saskatchewan",345
6853,"11-12-2020","Saskatchewan",387
7566,"12-12-2020","Saskatchewan",713
7694,"13-12-2020","Saskatchewan",128
7767,"14-12-2020","Saskatchewan",73
8130,"15-12-2020","Saskatchewan",363
8283,"16-12-2020","Saskatchewan",153
8749,"17-12-2020","Saskatchewan",466
9234,"18-12-2020","Saskatchewan",485
9452,"19-12-2020","Saskatchewan",218
9557,"20-12-2020","Saskatchewan",105
9649,"21-12-2020","Saskatchewan",92
9872,"22-12-2020","Saskatchewan",223
10121,"23-12-2020","Saskatchewan",249
10775,"24-12-2020","Saskatchewan",654
10775,"25-12-2020","Saskatchewan",0
10775,"26-12-2020","Saskatchewan",0
11275,"27-12-2020","Saskatchewan",500
11275,"28-12-2020","Saskatchewan",0
11680,"29-12-2020","Saskatchewan",405
12057,"30-12-2020","Saskatchewan",377
12496,"31-12-2020","Saskatchewan",439
12496,"01-01-2021","Saskatchewan",0
12975,"02-01-2021","Saskatchewan",479
13084,"03-01-2021","Saskatchewan",109
13180,"04-01-2021","Saskatchewan",96
13298,"05-01-2021","Saskatchewan",118
13737,"06-01-2021","Saskatchewan",439
14014,"07-01-2021","Saskatchewan",277
14237,"08-01-2021","Saskatchewan",223
14426,"09-01-2021","Saskatchewan",189
14426,"10-01-2021","Saskatchewan",0
14588,"11-01-2021","Saskatchewan",162
14814,"12-01-2021","Saskatchewan",226
15063,"13-01-2021","Saskatchewan",249
15264,"14-01-2021","Saskatchewan",201
15495,"15-01-2021","Saskatchewan",231
15730,"16-01-2021","Saskatchewan",235
15936,"17-01-2021","Saskatchewan",206
16078,"18-01-2021","Saskatchewan",142
16490,"19-01-2021","Saskatchewan",412
17184,"20-01-2021","Saskatchewan",694
18000,"21-01-2021","Saskatchewan",816
0,"12-02-2020","Yukon",0
0,"13-02-2020","Yukon",0
0,"14-02-2020","Yukon",0
0,"15-02-2020","Yukon",0
0,"16-02-2020","Yukon",0
0,"17-02-2020","Yukon",0
0,"18-02-2020","Yukon",0
0,"19-02-2020","Yukon",0
0,"20-02-2020","Yukon",0
0,"21-02-2020","Yukon",0
0,"22-02-2020","Yukon",0
0,"23-02-2020","Yukon",0
0,"24-02-2020","Yukon",0
0,"25-02-2020","Yukon",0
0,"26-02-2020","Yukon",0
0,"27-02-2020","Yukon",0
0,"28-02-2020","Yukon",0
0,"29-02-2020","Yukon",0
0,"01-03-2020","Yukon",0
0,"02-03-2020","Yukon",0
0,"03-03-2020","Yukon",0
0,"04-03-2020","Yukon",0
0,"05-03-2020","Yukon",0
0,"06-03-2020","Yukon",0
0,"07-03-2020","Yukon",0
0,"08-03-2020","Yukon",0
0,"09-03-2020","Yukon",0
0,"10-03-2020","Yukon",0
0,"11-03-2020","Yukon",0
0,"12-03-2020","Yukon",0
0,"13-03-2020","Yukon",0
0,"14-03-2020","Yukon",0
0,"15-03-2020","Yukon",0
0,"16-03-2020","Yukon",0
0,"17-03-2020","Yukon",0
0,"18-03-2020","Yukon",0
0,"19-03-2020","Yukon",0
0,"20-03-2020","Yukon",0
0,"21-03-2020","Yukon",0
0,"22-03-2020","Yukon",0
0,"23-03-2020","Yukon",0
0,"24-03-2020","Yukon",0
0,"25-03-2020","Yukon",0
0,"26-03-2020","Yukon",0
0,"27-03-2020","Yukon",0
0,"28-03-2020","Yukon",0
0,"29-03-2020","Yukon",0
0,"30-03-2020","Yukon",0
0,"31-03-2020","Yukon",0
3,"01-04-2020","Yukon",3
3,"02-04-2020","Yukon",0
4,"03-04-2020","Yukon",1
4,"04-04-2020","Yukon",0
4,"05-04-2020","Yukon",0
4,"06-04-2020","Yukon",0
4,"07-04-2020","Yukon",0
4,"08-04-2020","Yukon",0
4,"09-04-2020","Yukon",0
4,"10-04-2020","Yukon",0
4,"11-04-2020","Yukon",0
4,"12-04-2020","Yukon",0
6,"13-04-2020","Yukon",2
6,"14-04-2020","Yukon",0
6,"15-04-2020","Yukon",0
6,"16-04-2020","Yukon",0
7,"17-04-2020","Yukon",1
8,"18-04-2020","Yukon",1
8,"19-04-2020","Yukon",0
8,"20-04-2020","Yukon",0
8,"21-04-2020","Yukon",0
8,"22-04-2020","Yukon",0
8,"23-04-2020","Yukon",0
8,"24-04-2020","Yukon",0
8,"25-04-2020","Yukon",0
8,"26-04-2020","Yukon",0
8,"27-04-2020","Yukon",0
8,"28-04-2020","Yukon",0
8,"29-04-2020","Yukon",0
9,"30-04-2020","Yukon",1
11,"01-05-2020","Yukon",2
11,"02-05-2020","Yukon",0
11,"03-05-2020","Yukon",0
11,"04-05-2020","Yukon",0
11,"05-05-2020","Yukon",0
11,"06-05-2020","Yukon",0
11,"07-05-2020","Yukon",0
11,"08-05-2020","Yukon",0
11,"09-05-2020","Yukon",0
11,"10-05-2020","Yukon",0
11,"11-05-2020","Yukon",0
11,"12-05-2020","Yukon",0
11,"13-05-2020","Yukon",0
11,"14-05-2020","Yukon",0
11,"15-05-2020","Yukon",0
11,"16-05-2020","Yukon",0
11,"17-05-2020","Yukon",0
11,"18-05-2020","Yukon",0
11,"19-05-2020","Yukon",0
11,"20-05-2020","Yukon",0
11,"21-05-2020","Yukon",0
11,"22-05-2020","Yukon",0
11,"23-05-2020","Yukon",0
11,"24-05-2020","Yukon",0
11,"25-05-2020","Yukon",0
11,"26-05-2020","Yukon",0
11,"27-05-2020","Yukon",0
11,"28-05-2020","Yukon",0
11,"29-05-2020","Yukon",0
11,"30-05-2020","Yukon",0
11,"31-05-2020","Yukon",0
11,"01-06-2020","Yukon",0
11,"02-06-2020","Yukon",0
11,"03-06-2020","Yukon",0
11,"04-06-2020","Yukon",0
11,"05-06-2020","Yukon",0
11,"06-06-2020","Yukon",0
11,"07-06-2020","Yukon",0
11,"08-06-2020","Yukon",0
11,"09-06-2020","Yukon",0
11,"10-06-2020","Yukon",0
11,"11-06-2020","Yukon",0
11,"12-06-2020","Yukon",0
11,"13-06-2020","Yukon",0
11,"14-06-2020","Yukon",0
11,"15-06-2020","Yukon",0
11,"16-06-2020","Yukon",0
11,"17-06-2020","Yukon",0
11,"18-06-2020","Yukon",0
11,"19-06-2020","Yukon",0
11,"20-06-2020","Yukon",0
11,"21-06-2020","Yukon",0
11,"22-06-2020","Yukon",0
11,"23-06-2020","Yukon",0
11,"24-06-2020","Yukon",0
11,"25-06-2020","Yukon",0
11,"26-06-2020","Yukon",0
11,"27-06-2020","Yukon",0
11,"28-06-2020","Yukon",0
11,"29-06-2020","Yukon",0
11,"30-06-2020","Yukon",0
11,"01-07-2020","Yukon",0
11,"02-07-2020","Yukon",0
11,"03-07-2020","Yukon",0
11,"04-07-2020","Yukon",0
11,"05-07-2020","Yukon",0
11,"06-07-2020","Yukon",0
11,"07-07-2020","Yukon",0
11,"08-07-2020","Yukon",0
11,"09-07-2020","Yukon",0
11,"10-07-2020","Yukon",0
11,"11-07-2020","Yukon",0
11,"12-07-2020","Yukon",0
11,"13-07-2020","Yukon",0
11,"14-07-2020","Yukon",0
11,"15-07-2020","Yukon",0
11,"16-07-2020","Yukon",0
11,"17-07-2020","Yukon",0
11,"18-07-2020","Yukon",0
11,"19-07-2020","Yukon",0
11,"20-07-2020","Yukon",0
11,"21-07-2020","Yukon",0
11,"22-07-2020","Yukon",0
11,"23-07-2020","Yukon",0
11,"24-07-2020","Yukon",0
11,"25-07-2020","Yukon",0
11,"26-07-2020","Yukon",0
11,"27-07-2020","Yukon",0
11,"28-07-2020","Yukon",0
11,"29-07-2020","Yukon",0
11,"30-07-2020","Yukon",0
11,"31-07-2020","Yukon",0
11,"01-08-2020","Yukon",0
11,"02-08-2020","Yukon",0
11,"03-08-2020","Yukon",0
11,"04-08-2020","Yukon",0
11,"05-08-2020","Yukon",0
13,"06-08-2020","Yukon",2
13,"07-08-2020","Yukon",0
13,"08-08-2020","Yukon",0
13,"09-08-2020","Yukon",0
13,"10-08-2020","Yukon",0
13,"11-08-2020","Yukon",0
13,"12-08-2020","Yukon",0
14,"13-08-2020","Yukon",1
14,"14-08-2020","Yukon",0
14,"15-08-2020","Yukon",0
14,"16-08-2020","Yukon",0
14,"17-08-2020","Yukon",0
15,"18-08-2020","Yukon",1
15,"19-08-2020","Yukon",0
15,"20-08-2020","Yukon",0
15,"21-08-2020","Yukon",0
15,"22-08-2020","Yukon",0
15,"23-08-2020","Yukon",0
15,"24-08-2020","Yukon",0
15,"25-08-2020","Yukon",0
15,"26-08-2020","Yukon",0
15,"27-08-2020","Yukon",0
15,"28-08-2020","Yukon",0
15,"29-08-2020","Yukon",0
15,"30-08-2020","Yukon",0
15,"31-08-2020","Yukon",0
15,"01-09-2020","Yukon",0
15,"02-09-2020","Yukon",0
15,"03-09-2020","Yukon",0
15,"04-09-2020","Yukon",0
15,"05-09-2020","Yukon",0
15,"06-09-2020","Yukon",0
15,"07-09-2020","Yukon",0
15,"08-09-2020","Yukon",0
15,"09-09-2020","Yukon",0
15,"10-09-2020","Yukon",0
15,"11-09-2020","Yukon",0
15,"12-09-2020","Yukon",0
15,"13-09-2020","Yukon",0
15,"14-09-2020","Yukon",0
15,"15-09-2020","Yukon",0
15,"16-09-2020","Yukon",0
15,"17-09-2020","Yukon",0
15,"18-09-2020","Yukon",0
15,"19-09-2020","Yukon",0
15,"20-09-2020","Yukon",0
15,"21-09-2020","Yukon",0
15,"22-09-2020","Yukon",0
15,"23-09-2020","Yukon",0
15,"24-09-2020","Yukon",0
15,"25-09-2020","Yukon",0
15,"26-09-2020","Yukon",0
15,"27-09-2020","Yukon",0
15,"28-09-2020","Yukon",0
15,"29-09-2020","Yukon",0
15,"30-09-2020","Yukon",0
15,"01-10-2020","Yukon",0
15,"02-10-2020","Yukon",0
15,"03-10-2020","Yukon",0
15,"04-10-2020","Yukon",0
15,"05-10-2020","Yukon",0
15,"06-10-2020","Yukon",0
15,"07-10-2020","Yukon",0
15,"08-10-2020","Yukon",0
15,"09-10-2020","Yukon",0
15,"10-10-2020","Yukon",0
15,"11-10-2020","Yukon",0
15,"12-10-2020","Yukon",0
15,"13-10-2020","Yukon",0
15,"14-10-2020","Yukon",0
15,"15-10-2020","Yukon",0
15,"16-10-2020","Yukon",0
15,"17-10-2020","Yukon",0
15,"18-10-2020","Yukon",0
15,"19-10-2020","Yukon",0
15,"20-10-2020","Yukon",0
15,"21-10-2020","Yukon",0
15,"22-10-2020","Yukon",0
15,"23-10-2020","Yukon",0
15,"24-10-2020","Yukon",0
15,"25-10-2020","Yukon",0
15,"26-10-2020","Yukon",0
15,"27-10-2020","Yukon",0
17,"28-10-2020","Yukon",2
17,"29-10-2020","Yukon",0
17,"30-10-2020","Yukon",0
17,"31-10-2020","Yukon",0
17,"01-11-2020","Yukon",0
17,"02-11-2020","Yukon",0
20,"03-11-2020","Yukon",3
20,"04-11-2020","Yukon",0
20,"05-11-2020","Yukon",0
20,"06-11-2020","Yukon",0
20,"07-11-2020","Yukon",0
20,"08-11-2020","Yukon",0
21,"09-11-2020","Yukon",1
22,"10-11-2020","Yukon",1
22,"11-11-2020","Yukon",0
22,"12-11-2020","Yukon",0
22,"13-11-2020","Yukon",0
22,"14-11-2020","Yukon",0
22,"15-11-2020","Yukon",0
22,"16-11-2020","Yukon",0
22,"17-11-2020","Yukon",0
22,"18-11-2020","Yukon",0
22,"19-11-2020","Yukon",0
22,"20-11-2020","Yukon",0
22,"21-11-2020","Yukon",0
22,"22-11-2020","Yukon",0
23,"23-11-2020","Yukon",1
23,"24-11-2020","Yukon",0
23,"25-11-2020","Yukon",0
29,"26-11-2020","Yukon",6
29,"27-11-2020","Yukon",0
29,"28-11-2020","Yukon",0
29,"29-11-2020","Yukon",0
29,"30-11-2020","Yukon",0
29,"01-12-2020","Yukon",0
29,"02-12-2020","Yukon",0
39,"03-12-2020","Yukon",10
41,"04-12-2020","Yukon",2
41,"05-12-2020","Yukon",0
41,"06-12-2020","Yukon",0
47,"07-12-2020","Yukon",6
47,"08-12-2020","Yukon",0
47,"09-12-2020","Yukon",0
47,"10-12-2020","Yukon",0
54,"11-12-2020","Yukon",7
54,"12-12-2020","Yukon",0
54,"13-12-2020","Yukon",0
54,"14-12-2020","Yukon",0
57,"15-12-2020","Yukon",3
57,"16-12-2020","Yukon",0
57,"17-12-2020","Yukon",0
57,"18-12-2020","Yukon",0
